2024-12-10 00:16:57 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2024-12-10 00:17:00 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "4.8.0"}, "os": {"type": "Windows", "name": "Windows 11", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Eclipse Adoptium/17.0.7+7"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=null, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=null, streamFactoryFactory=null, commandListeners=[io.micrometer.core.instrument.binder.mongodb.MongoMetricsCommandListener@3dec79f8], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, CollectionCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.Jep395RecordCodecProvider@5bf7f15f]}, clusterSettings={hosts=[localhost:27017], srvServiceName=mongodb, mode=SINGLE, requiredClusterType=UNKNOWN, requiredReplicaSetName='null', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='30000 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, sendBufferSize=0}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, sendBufferSize=0}, connectionPoolSettings=ConnectionPoolSettings{maxSize=500, minSize=5, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[io.micrometer.core.instrument.binder.mongodb.MongoMetricsConnectionPoolListener@14b26e90], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=false, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, contextProvider=null}
2024-12-10 00:17:00 [cluster-ClusterId{value='675717fc95a0a1291aa3f4a0', description='null'}-localhost:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=localhost:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=21, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=25095100, setName='rs0', canonicalAddress=localhost:27017, hosts=[localhost:27017], passives=[], arbiters=[], primary='localhost:27017', tagSet=TagSet{[]}, electionId=7fffffff0000000000000015, setVersion=1, topologyVersion=TopologyVersion{processId=67570a950888475cb64e0a2a, counter=6}, lastWriteDate=Tue Dec 10 00:16:54 CST 2024, lastUpdateTimeNanos=1338955013813700}
2024-12-10 00:17:01 [main] INFO  o.r.c.redis.RedisStreamInitializer - Created redis consumer group[domain.event.group].
2024-12-10 00:17:01 [main] INFO  o.r.c.redis.RedisStreamInitializer - Created redis consumer group[webhook.group].
2024-12-10 00:17:01 [main] INFO  o.r.c.redis.RedisStreamInitializer - Created redis consumer group[notification.group].
2024-12-10 00:17:01 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2024-12-10 00:17:01 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@46baac0d
2024-12-10 00:17:01 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2024-12-10 00:17:01 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 5681060d-80ff-49f7-bf63-825cfe2e3413

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2024-12-10 00:17:02 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2024-12-10 00:17:02 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@1cd93693, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@14e8304b, org.springframework.security.web.context.SecurityContextHolderFilter@30a8ac50, org.springframework.security.web.header.HeaderWriterFilter@7bbab46e, org.springframework.web.filter.CorsFilter@7b0d88e0, org.springframework.security.web.csrf.CsrfFilter@555454c7, org.springframework.security.web.authentication.logout.LogoutFilter@4a5dc126, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@7ab20a7, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@505f6511, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@724e483f, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@17931cc0, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4a5cddd9, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3bbab2c9, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@27f6854b, org.springframework.security.web.access.ExceptionTranslationFilter@3e7935f1, org.springframework.security.web.access.intercept.AuthorizationFilter@6971c6b7]
2024-12-10 00:17:02 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-7070"]
2024-12-10 00:17:02 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 7070 (http) with context path ''
2024-12-10 00:17:02 [main] INFO  o.ricky.BilibiliBackendApplication - Started BilibiliBackendApplication in 4.821 seconds (process running for 5.218)
2024-12-10 00:17:02 [RMI TCP Connection(4)-10.110.149.132] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-12-10 00:17:02 [RMI TCP Connection(4)-10.110.149.132] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-12-10 00:17:02 [RMI TCP Connection(4)-10.110.149.132] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2024-12-10 00:17:48 [SpringApplicationShutdownHook] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2024-12-10 00:17:48 [tomcat-shutdown] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
2024-12-10 00:17:48 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2024-12-10 00:17:48 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
